Logger, Digitalvertigo:         	Automatically truncated logfile to 1048576
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001108601769,"filter":{"_":"channelMessagesFilterEmpty"},"pts":1028,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001108601769,"filter":{"_":"channelMessagesFilterEmpty"},"pts":1028,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001568132244,"filter":{"_":"channelMessagesFilterEmpty"},"pts":1277,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001568132244,"filter":{"_":"channelMessagesFilterEmpty"},"pts":1277,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001712240753,"filter":{"_":"channelMessagesFilterEmpty"},"pts":14833,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001712240753,"filter":{"_":"channelMessagesFilterEmpty"},"pts":14833,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001840592986,"filter":{"_":"channelMessagesFilterEmpty"},"pts":1401,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001840592986,"filter":{"_":"channelMessagesFilterEmpty"},"pts":1401,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001043793945,"filter":{"_":"channelMessagesFilterEmpty"},"pts":184803,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001043793945,"filter":{"_":"channelMessagesFilterEmpty"},"pts":184803,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001242019686,"filter":{"_":"channelMessagesFilterEmpty"},"pts":930,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001242019686,"filter":{"_":"channelMessagesFilterEmpty"},"pts":930,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001570946385,"filter":{"_":"channelMessagesFilterEmpty"},"pts":16252,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001570946385,"filter":{"_":"channelMessagesFilterEmpty"},"pts":16252,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001161464837,"filter":{"_":"channelMessagesFilterEmpty"},"pts":4518,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001161464837,"filter":{"_":"channelMessagesFilterEmpty"},"pts":4518,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001260344485,"filter":{"_":"channelMessagesFilterEmpty"},"pts":24207,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001260344485,"filter":{"_":"channelMessagesFilterEmpty"},"pts":24207,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
